link,rank,title,country,description,ep,genres,keywords,aired,network,duration,content_rating,score,num_scored_by,num_watcher,actors,screenwriter,director
https://mydramalist.com/49231-move-to-heaven,1,Move to Heaven,South Korea,"Han Geu Roo is a 20-year-old with Autism. He works for his father’s business “Move To Heaven,” a company that specializes in crime scene cleanup, where they also collect and arrange items left by deceased people, and deliver them to the bereaved family.

When Geu Roo's father dies, Geu Roo's guardianship passes to his uncle, ex-convict Cho Sang Gu, who is a martial arts fighter in underground matches. Per the father's will,",10,"['Life', 'Drama', 'Family']","['Uncle-Nephew Relationship', 'Autism', 'Death', 'Savant Syndrome', 'Mourning', 'Tearjerker', 'Life Lesson', 'Ex-convict', 'Cleaning and Organizing', 'Asperger’s syndrome']",2021-05-14,Netflix,52 min.,18+ Restricted (violence & profanity),9.2,23705,"47,577","['Lee Je Hoon', 'Tang Jun Sang', 'Hong Seung Hee', 'Jung Suk Yong', 'Jung Young Joo', 'Lee Moon Shik']",Yoon Ji Ryun ,Kim Sung Ho 
https://mydramalist.com/36269-doctor-playbook,2,Hospital Playlist,South Korea,"The stories of people going through their days that are seemingly ordinary but actually special, at the hospital, a place known as the microcosm of life, where someone is being born and someone's life meets their ending. The five doctors are long-time friends of 20 years who started their undergrad in 1999 in the same medical school and now are colleagues in the same hospital and have a band together.
(Source: Naver,",12,"['Friendship', 'Romance', 'Life', 'Medical']","['Multiple Mains', 'Best Friends', 'Slow Romance', 'Multiple Couples', 'Strong Female Lead', 'Slight Romance', 'Nice Male Lead', 'Bromance', 'Nice Female Lead', 'Heartfelt']",2020-03-12,Netflix,1 hr. 30 min.,15+ - Teens 15 or older,9.1,31201,"68,772","['Jo Jung Suk', 'Yoo Yeon Seok', 'Jung Kyung Ho', 'Kim Dae Myung', 'Jeon Mi Do', 'Shin Hyun Bin']",Lee Woo Jung ,Shin Won Ho 
https://mydramalist.com/54625-flower-of-evil,3,Flower of Evil,South Korea,"Although Baek Hee Sung is hiding a dark secret surrounding his true identity, he has established a happy family life and a successful career. He is a loving husband and doting father to his young daughter. But his perfect façade begins to crumble when his wife, Cha Ji Won, a homicide detective, begins investigating a string of serial murders from 15 years ago. Ji Won notices changes in Hee Sung’s behavior and",16,"['Thriller', 'Romance', 'Crime', 'Melodrama']","['Married Couple', 'Deception', 'Family Secret', 'Suspense', 'Mystery', 'Smart Female Lead', 'Hidden Personality', 'Antisocial Personality Disorder', 'Serial Killer', 'Investigation']",2020-07-29,tvN,1 hr. 10 min.,15+ - Teens 15 or older,9.1,33764,"74,068","['Lee Joon Gi', 'Moon Chae Won', 'Jang Hee Jin', 'Seo Hyun Woo', 'Nam Ki Ae', 'Son Jong Hak']",Yoo Jung Hee ,"Kim Chul Gyu,  Yoon Jong Ho "
https://mydramalist.com/57173-hospital-playlist-2,4,Hospital Playlist 2,South Korea,"Everyday is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.
(Source: Netflix)",12,"['Friendship', 'Romance', 'Life', 'Medical']","['Workplace', 'Strong Friendship', 'Best Friends', 'Multiple Mains', 'Band', 'Music', 'Strong Female Lead', 'Multiple Couples', 'Comedy', 'Hidden Relationship']",2021-06-17,Netflix,1 hr. 40 min.,15+ - Teens 15 or older,9.1,16342,"34,353","['Jo Jung Suk', 'Yoo Yeon Seok', 'Jung Kyung Ho', 'Kim Dae Myung', 'Jeon Mi Do', 'Shin Hyun Bin']",Lee Woo Jung ,Shin Won Ho 
https://mydramalist.com/25172-my-ajusshi,5,My Mister,South Korea,"Park Dong Hoon is a middle-aged engineer who is married to attorney Kang Yoon Hee. However, his life is not that happy as he has two unemployed brothers, Sang Hoon and Gi Hoon, who rely on him. Moreover, his wife is secretly having an affair with CEO Do Joon Yeong, his current boss and college junior.

Receiving an unexpected bribe one day, Dong Hoon notices that his co-worker Lee Ji An witnessed",16,"['Psychological', 'Life', 'Drama', 'Family']","['Nice Male Lead', 'Strong Female Lead', 'Smart Female Lead', 'Healing', 'Depression', 'Poor Female Lead', 'Workplace', 'Infidelity', 'Office Worker', 'Hardworking Female Lead']",2018-03-21,tvN,1 hr. 17 min.,15+ - Teens 15 or older,9.1,19660,"51,665","['Lee Sun Kyun', 'IU', 'Park Ho San', 'Song Sae Byuk', 'Lee Ji Ah', 'Kim Young Min']",Park Hae Young ,"Kim Won Suk,  Kim Sang Woo "
https://mydramalist.com/22624-wise-prison-life,6,Prison Playbook,South Korea,"Kim Je Hyuk, a famous baseball player, is arrested after using excessive force while chasing a man trying to sexually assault his sister. Shockingly to him and the rest of the nation, he is sentenced to a year in prison. There, he meets his childhood friend and fellow baseball player, Lee Joon Ho, who gave up on baseball after a car accident, but now is a prison guard and one of Je",16,"['Comedy', 'Crime', 'Life', 'Drama']","['Prison', 'Bromance', 'Wrongfully Accused', 'Life Lesson', 'Slight Romance', 'Strong Male Lead', 'Character Development', 'Baseball', 'Murder', 'Black Comedy']",2017-11-22,Netflix,1 hr. 32 min.,15+ - Teens 15 or older,9,21104,"56,438","['Park Hae Soo', 'Jung Kyung Ho', 'Krystal Jung', 'Im Hwa Young', 'Ye Soo Jung', 'Kim Kyung Nam']","Jung Bo Hoon,  Lee Woo Jung ",Shin Won Ho 
https://mydramalist.com/13544-reply-1988,7,Reply 1988,South Korea,"Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul, lean on each other to survive their challenging teen years and set a path for their futures. Sung Deok Sun struggles for attention as the middle child in her poor family while also carrying the burden of her 999th ranking in school. Kim Jung Hwan only has a one-track mind for soccer, even after his family becomes rich overnight.",20,"['Comedy', 'Romance', 'Life', 'Youth']","['Neighbors', 'Childhood Friends', 'Multiple Couples', 'Nostalgia', 'Poor Family', 'Love Triangle', 'Best Friends', 'Heartfelt', 'High School', 'Mother-Son Relationship']",2015-11-06,tvN,1 hr. 40 min.,15+ - Teens 15 or older,9,32406,"73,496","['Lee Hye Ri', 'Go Kyung Pyo', 'Ryu Joon Yeol', 'Park Bo Gum', 'Lee Dong Hwi', 'Sung Dong Il']",Lee Woo Jung ,"Shin Won Ho,  Yoo Hak Chan "
https://mydramalist.com/58365-queen-cheorin,8,Mr. Queen,South Korea,"Jang Bong Hwan is a South Korean chef who has risen up the ranks to cook for the country’s top politicians in the Blue House’s presidential residences. After a serious accident, he finds himself in the body of the young queen, Kim So Yong, when whisked away to an era deep in Korea’s past.

While Queen Kim So Yong’s husband is the reigning monarch, King Cheol Jong, he is so in name",20,"['Historical', 'Comedy', 'Romance', 'Fantasy']","['Transmigration', 'Calm Male Lead', 'Joseon Dynasty', 'Time Travel', 'Sassy Female Lead', 'Smart Male Lead', 'Gender Swap', 'Body Swap', 'Eccentric Female Lead', 'Power Struggle']",2020-12-12,tvN,1 hr. 20 min.,15+ - Teens 15 or older,9,26216,"51,999","['Shin Hye Sun', 'Kim Jung Hyun', 'Bae Jong Ok', 'Kim Tae Woo', 'Jo Yun Hee', 'Seol In Ah']","Park Kye Ok,  Choi Ah Il ",Yoon Sung Shik 
https://mydramalist.com/21308-mother,9,Mother,South Korea,"Realizing one of her students is being abused, school teacher and bird researcher Soo Jin impulsively kidnaps the girl and acts as a substitute mother in an attempt to take care of her.

(Source: MyDramaList)",16,"['Thriller', 'Mystery', 'Psychological', 'Melodrama']","['Mother-Daughter Relationship', 'Independent Female Lead', 'Smart Female Lead', 'Child Abuse', 'Adoption', 'Strong Female Lead', 'Suspense', 'Orphan Female Lead', 'Motherhood', 'Investigation']",2018-01-24,tvN,1 hr. 3 min.,15+ - Teens 15 or older,9,7427,"25,678","['Lee Bo Young', 'Heo Yool', 'Lee Hye Young', 'Go Sung Hee', 'Lee Jae Yoon', 'Go Bo Gyeol']",Jung Seo Kyung ,"Kim Chul Gyu,  Yoon Hyun Gi "
https://mydramalist.com/49865-psycho-but-it-s-okay,10,It's Okay to Not Be Okay,South Korea,"Moon Gang Tae is a community health worker at a psychiatric ward who was blessed with everything including a great body, smarts, ability to sympathize with others, patience, ability to react quickly, stamina, and more. Meanwhile, Ko Moon Young is a popular writer of children’s literature who, due to suffering from an antisocial personality disorder, seems extremely selfish, arrogant, and rude.

Moon Gang Tae denies love and Ko Moon Young doesn’t know",16,"['Psychological', 'Comedy', 'Romance', 'Drama']","['Melodrama', 'Mental Health', 'Independent Female Lead', 'emotionally wounded', 'Successful Female Lead', 'Healing', 'Selfless Male Lead', 'Badass Female Lead', 'Psychiatry', 'Childhood Connection']",2020-06-20,Netflix,1 hr. 15 min.,15+ - Teens 15 or older,9,67239,"122,017","['Kim Soo Hyun', 'Seo Yea Ji', 'Oh Jung Se', 'Park Gyu Young', 'Jang Young Nam', 'Kim Chang Wan']",Jo Yong ,"Park Shin Woo,  Jung Dong Yoon "
https://mydramalist.com/13239-signal,11,Signal,South Korea,"Fifteen years ago, a young girl was kidnapped on the way from school, and Park Hae Yeong, who was an elementary school student at that time, witnessed the crime. A few days later, the girl was found dead, and the police were not able to find the culprit. As time went by, Hae Yeong started distrusting the police. 

Fifteen years later, Hae Yeong is now a police officer and criminal profiler. One",16,"['Thriller', 'Mystery', 'Sci-Fi']","['Different Timelines', 'Hwaseong Serial Murders', 'Murder', 'Criminal Profiler', 'Serial Killer', 'Investigation', 'Death', 'Tragic Past', 'Corruption', 'Suspense']",2016-01-22,tvN,1 hr. 15 min.,15+ - Teens 15 or older,9,26044,"62,676","['Lee Je Hoon', 'Kim Hye Soo', 'Jo Jin Woong', 'Kim Won Hae', 'Lee Yoo Joon', 'Jang Hyun Sung']",Kim Eun Hee ,Kim Won Suk 
https://mydramalist.com/35729-emergency-lands-of-love,12,Crash Landing on You,South Korea,"After getting into a paragliding accident, South Korean heiress Yoon Se Ri crash lands in North Korea. There, she meets North Korean army officer Ri Jung Hyuk, who agrees to help her return to South Korea. Despite the tension between their countries, the two of them start falling for one another.

(Source: queen of repressed rage at MyDramaList)",16,"['Military', 'Comedy', 'Romance', 'Political']","['North and South Korea', 'Star Crossed Lovers', 'Strong Male Lead', 'Rich Female Lead', 'Fate', 'North Korean', 'Soldier', 'Nice Male Lead', 'Calm Male Lead', 'Friendship']",2019-12-14,Netflix,1 hr. 25 min.,15+ - Teens 15 or older,9,68206,"120,466","['Hyun Bin', 'Son Ye Jin', 'Seo Ji Hye', 'Kim Jung Hyun', 'Yang Kyung Won', 'Lee Shin Young']",Park Ji Eun ,Lee Jeong Hyo 
https://mydramalist.com/59381-navillera,13,Navillera,South Korea,"A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.

Shim Deok Chool has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support",12,"['Friendship', 'Life', 'Drama', 'Family']","['Ballet', 'Dream', 'Life Lesson', 'unusual friendship', 'Adapted From A Webtoon', 'Second Chance', 'Father-Son Relationship', 'Character Development', 'Grandpa-Granddaughter Relationship', 'Married Couple']",2021-03-22,Netflix,1 hr. 5 min.,15+ - Teens 15 or older,9,12109,"30,451","['Park In Hwan', 'Song Kang', 'Na Moon Hee', 'Hong Seung Hee', 'Kim Tae Hoon', 'Yoon  Ji Hye']",Lee Eun Mi ,Han Dong Hwa 
https://mydramalist.com/61371-vincenzo,14,Vincenzo,South Korea,"At the age of eight, Park Joo Hyeong went to Italy after being adopted. He is now an adult and known as Vincenzo Cassano to the Mafia, who employs him as a consigliere. Because mafia factions are at war with each other, he flees to South Korea, where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back",20,"['Comedy', 'Law', 'Crime', 'Drama']","['Revenge', 'Mafia', 'Smart Male Lead', 'Eccentric Female Lead', 'Injustice', 'Charming Male Lead', 'Bromance', 'Father-Daughter Relationship', 'Badass Male Lead', 'Smart Female Lead']",2021-02-20,Netflix,1 hr. 25 min.,15+ - Teens 15 or older,9,47363,"86,151","['Song Joong Ki', 'Jeon Yeo Been', 'Ok Taec Yeon', 'Kim Yeo Jin', 'Jo Han Chul', 'Kwak Dong Yeon']",Park Jae Bum ,Kim Hee Won 
https://mydramalist.com/690709-happiness,15,Happiness,South Korea,"Yoon Sae Bom is a special agent with quick wits and reflexes and another special quality. She earns the opportunity to move into a new apartment set aside for civil servants in a coveted apartment complex by pretending to marry high school friend Jung Yi Hyun. Yi Hyun is a detective investigating the spread of a mysterious disease. They are trapped in their apartment building when Han Tae Seok, head of the",12,"['Action', 'Thriller', 'Drama', 'Sci-Fi']","['Disease', 'Strong Female Lead', 'Virus', 'Survival', 'Smart Male Lead', 'Slow Burn Romance', 'Fake Marriage', 'discrimination', 'infectious disease', 'Illness']",2021-11-05,tvN,1 hr. 5 min.,15+ - Teens 15 or older,8.9,21426,"40,983","['Han Hyo Joo', 'Park Hyung Sik', 'Jo  Woo Jin', 'Lee Joon Hyuk', 'Park Joo Hee', 'Baek Hyun Jin']",Han Sang Woon ,Ahn Gil Ho 
https://mydramalist.com/32220-kingdom-2,16,Kingdom: Season 2,South Korea,"Following the events in season one, waves of the undead threaten to reach the capital. In an attempt to save the people during the plague and regain his right to the throne, Crown Prince Lee Chang pursues Jo Hak Joo to overthrow him, while the Queen is in a race against time to produce an heir to the throne. 

(Source: MyDramaList)",6,"['Thriller', 'Historical', 'Horror', 'Supernatural']","['Zombies', 'Corruption', 'Strong Male Lead', 'Gore', 'Strong Female Lead', 'Power Struggle', 'Smart Female Lead', 'Death', 'Greed', 'Joseon Dynasty']",2020-03-13,Netflix,45 min.,18+ Restricted (violence & profanity),8.9,18826,"30,771","['Joo Ji Hoon', 'Bae Doo Na', 'Kim Sung Gyu', 'Ryu Seung Ryong', 'Kim  Sang Ho', 'Jun Suk Ho']",Kim Eun Hee ,"Kim Sung Hoon,  Park In Je "
https://mydramalist.com/23920-mr.-sunshine,17,Mr. Sunshine,South Korea,"Mr. Sunshine centers on a young boy born into a house servant's family who travels to the United States during the 1871 Shinmiyangyo (U.S. expedition to Korea). He returns to his homeland later as a U.S. marine officer. He meets and falls in love with an aristocrat’s daughter. At the same time, he discovers a plot by foreign forces to colonize Korea.",24,"['Military', 'Historical', 'Romance', 'Melodrama']","['Strong Male Lead', 'Independent Female Lead', 'Strong Female Lead', 'Smart Male Lead', 'Bromance', 'Gun Violence', 'Female Lead Action Scenes', 'Rebellion', 'Japanese Colonial Rule', 'Sword-fight']",2018-07-07,Netflix,1 hr. 20 min.,15+ - Teens 15 or older,8.9,18537,"51,977","['Lee Byung Hun', 'Kim Tae Ri', 'Yoo Yeon Seok', 'Byun Yo Han', 'Kim Min Jung', 'Kim Gab Soo']",Kim Eun Sook ,Lee Eung Bok 
https://mydramalist.com/30740-sky-castle,18,SKY Castle,South Korea,"Han Seo Jin, Noh Seung Hye, Jin Jin Hee, and Lee Myung Joo all live with their families in SKY Castle, a luxury private neighborhood hosting wealthy doctors and professors. All of the women wish for their children to enter prestigious universities and are actively supporting their education.

Following the acceptance of Myung Joo’s son into Seoul National University as a medical student, an incident occurs, resulting in the family quickly moving",20,"['Mystery', 'Psychological', 'Drama', 'Family']","['Multiple Mains', 'social commentary', 'Family Pressure', 'Medical', 'Social Satire', 'Female Centered Plot', 'Satire', 'Hospital', 'Mother-Daughter Relationship', 'Death']",2018-11-23,jTBC,1 hr. 15 min.,15+ - Teens 15 or older,8.9,22248,"53,079","['Yeom Jung Ah', 'Lee Tae Ran', 'Yoon Se Ah', 'Oh Na Ra', 'Kim Seo Hyung', 'Jung Joon Ho']",Yoo Hyun Mi ,Jo Hyun Taek 
https://mydramalist.com/10814-healer,19,Healer,South Korea,"Seo Jung Hoo is a special kind of night courier, known only as &quot;Healer&quot; by his clients. For the right price and with the help of a genius hacker, he gets his clients whatever they want, as long as it doesn't involve murder. His latest job leads him to a second-rate tabloid writer, Chae Young Shin, and the successful reporter, Kim Moon Ho. He begins to uncover the mystery of his own",20,"['Action', 'Thriller', 'Mystery', 'Romance']","['Double Identity', 'Hidden Identity', 'Smart Male Lead', 'Strong Male Lead', 'Childish Female Lead', 'Fight', 'Sassy Female Lead', 'Hardworking Female Lead', 'Trauma', 'Badass Male Lead']",2014-12-08,KBS2,60 min.,15+ - Teens 15 or older,8.9,56519,"111,617","['Ji Chang Wook', 'Park Min Young', 'Yoo Ji Tae', 'Kim  Mi Kyung', 'Park Sang Won', 'Do Ji Won']",Song Ji Na ,"Lee Jung Sub,  Kim Jin Woo "
https://mydramalist.com/61399-dress-sleeved-red,20,The Red Sleeve,South Korea,"In Korea during the second half of the 1700s, Yi San is an aloof and perfection-loving young prince. His father’s killing haunts him, although it leaves him in the position to take the throne once his grandfather – the cruel and ruthless current king responsible for Yi San’s father’s death – dies. He has resolved to become a benevolent monarch who will reform the law when he eventually takes the throne, but",17,"['Historical', 'Romance', 'Drama', 'Melodrama']","['Biographical', 'Joseon Dynasty', 'Strong Male Lead', 'Smart Female Lead', 'Male Chases Female First', 'Strong Female Lead', 'King Male Lead', 'Power Struggle', 'Trauma', 'Noble Man/Common Woman']",2021-11-12,MBC,1 hr. 20 min.,15+ - Teens 15 or older,8.9,10065,"23,960","['Lee Jun Ho', 'Lee Se Young', 'Kang Hoon', 'Lee Deok Hwa', 'Park Ji Young', 'Jang Hee Jin']",Jung Hae Ri ,"Jung Ji In,  Song Yeon Hwa "
https://mydramalist.com/21934-stranger,21,Stranger,South Korea,"Hwang Shi Mok underwent brain surgery as a child to curb his violent temper, which left him devoid of emotions.  Hwang becomes a prosecutor known for his piercing intelligence and logic, but he is ostracized because he lacks empathy and social skills. He is also one of only a handful of upright prosecutors who have refused to take bribes. One day, he encounters a stabbing victim while investigating corruption. He meets Lieutenant",16,"['Thriller', 'Mystery', 'Law', 'Drama']","['Suspense', 'Investigation', 'Corruption', 'Crime Solving Duo', 'Murder', 'Calm Male Lead', 'Alexithymia', 'Emotionless Male Lead', 'Strong Female Lead', 'Smart Female Lead']",2017-06-10,Netflix,1 hr. 10 min.,15+ - Teens 15 or older,8.9,17795,"43,532","['Jo Seung Woo', 'Bae Doo Na', 'Lee Joon Hyuk', 'Yoo Jae Myung', 'Shin Hye Sun', 'Choi Jae Woong']",Lee Soo Yeon ,Ahn Gil Ho 
https://mydramalist.com/695149-twenty-five-twenty-one,22,Twenty-Five Twenty-One,South Korea,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.

Na Hee Do is a member of her high school fencing team. Due to the South Korean financial crisis, the high school fencing team gets disbanded. Getting through all the difficulties, she becomes a member of the national fencing team.

The South Korean financial crisis",16,"['Romance', 'Life', 'Youth', 'Drama']","['1990s', 'Coming of age', 'Nostalgia', 'Enemies to Friends', 'Fencing', 'Friendship', 'Nice Male Lead', 'IMF crisis', 'Athlete', 'Competition']",2022-02-12,Netflix,1 hr. 15 min.,15+ - Teens 15 or older,8.9,18827,"39,531","['Kim Tae Ri', 'Nam Joo Hyuk', 'Bona', 'Choi Hyun Wook', 'Lee Joo Myung', 'Seo Jae Hee']",Kwon Do Eun ,"Jung Ji Hyun,  Kim Seung Ho "
https://mydramalist.com/695963-tomorrow,23,Tomorrow,South Korea,"Choi Joon Woong seeks a job, but it's hard for him to get hired. One night, he witnesses a man trying to end his life and decides to stop him. He gets acquainted with grim reapers Koo Ryeon and Im Ryoong Gu, who belong to a crisis management team. Their purpose is to prevent people from committing suicide. After Joon Woong ends up in a coma and becomes half-human and half-spirit, he",16,"['Action', 'Thriller', 'Drama', 'Fantasy']","['Underworld', 'Death', 'Suicide', 'Afterlife', 'Attempted Suicide', 'Coma', 'Suicide Prevention', 'Grim Reaper Male Lead', 'Team Leader Female Lead', 'Charismatic Female Lead']",2022-04-01,MBC,60 min.,15+ - Teens 15 or older,8.9,11186,"29,504","['Kim Hee Sun', 'Rowoon', 'Lee Soo Hyuk', 'Yun Ji On', 'Kim Hae Sook', 'Kim Nu Ri']","Park Ran,  Park Ja Kyung,  Kim Yu Jin ","Kim Tae Yoon,  Sung Chi Wook "
https://mydramalist.com/18452-goblin,24,Goblin,South Korea,"Kim Shin was once an unbeatable general in Goryeo's military who died a tragic death. He now possesses immortality but is tired of living while everyone else around him dies. For 900 years, Kim Shin has searched for his bride, a mortal who can pull out the sword and end his life. One day, he encounters Ji Eun Tak, a positive, upbeat high school student who can see the dead and has",16,"['Comedy', 'Romance', 'Fantasy', 'Melodrama']","['Supernatural', 'Older Man/Younger Woman', 'Interspecies Romance', 'Dokkaebi', 'Fate', 'Bromance', 'Death', 'Heartfelt', 'Tearjerker', 'True Love']",2016-12-02,tvN,1 hr. 22 min.,15+ - Teens 15 or older,8.8,88398,"166,379","['Gong Yoo', 'Kim Go Eun', 'Lee Dong Wook', 'Yoo In Na', 'Yook Sung Jae', 'Lee El']",Kim Eun Sook ,Lee Eung Bok 
https://mydramalist.com/62085-a-wonderful-rumor,25,The Uncanny Counter,South Korea,"Tells the story of demon hunters called Counters who come to earth under the guise of being employees at a noodle restaurant in order to capture evil spirits that have returned to earth in pursuit of eternal life.
So Moon is the youngest of the Counters. After suffering from a mysterious car accident as a child, he eventually becomes a central figure among the Counters.
Do Ha Na has the ability to",16,"['Action', 'Mystery', 'Drama', 'Supernatural']","['Special Power', 'Righteous Male Lead', 'evil spirit', 'Strong Female Lead', 'Multiple Mains', 'Orphan Male Lead', 'Spirit', 'School Bullying', 'Childhood Trauma', 'Nice Male Lead']",2020-11-28,Netflix,1 hr. 10 min.,15+ - Teens 15 or older,8.8,27117,"52,881","['Cho Byeong Kyu', 'Yoo  Joon Sang', 'Kim Se Jeong', 'Yeom Hye Ran', 'Ahn Suk Hwan', 'Lee Hong Nae']","Kim Sae Bom,  Yeo Ji Na ",
https://mydramalist.com/59001-d-p-dog-day,26,D.P.,South Korea,"Private soldier Jun Ho is a confused youth who served in the military normally like other Koreans. One day, he suddenly becomes a member of the military defector arrest team. As such, he is tasked with capturing deserters and must grapple with the more troubling cases of why some soldiers feel they have no other choice but go absent without official leave.
(Source: Namu-Wiki, DramaWiki)

~~ Adapted from the webtoon &quot;D.P Dog",6,"['Action', 'Military', 'Comedy', 'Drama']","['Soldier', 'Military Abuse', 'Violence', 'PTSD', 'Bromance', 'Adapted From A Webtoon', 'Sexual Assault', 'desertion', 'Dark Fiction', 'Harassment']",2021-08-27,Netflix,50 min.,15+ - Teens 15 or older,8.8,14976,"29,263","['Jung Hae In', 'Koo Kyo Hwan', 'Kim Sung Kyun', 'Son Seok Koo', 'Hong Kyung', 'Jo Hyun Chul']",Kim Bo Tong ,
https://mydramalist.com/22806-kingdom,27,Kingdom,South Korea,"No sooner does the Joseon King succumb to smallpox, do the rumors of his death begin. The Cho Clan, the clan of the pregnant Queen and her father, Chief State Councillor Cho Hak Joo, declares the Crown Prince a traitor.

Questioning the circumstances surrounding the King’s death, the Crown Prince and his guard, Moo Young, set forth to locate Lee Seung Hui, the last physician to treat his father. But the two",6,"['Thriller', 'Historical', 'Horror', 'Political']","['Joseon Dynasty', 'Adapted From A Webtoon', 'Power Struggle', 'Gore', 'Strong Male Lead', 'Survival', 'Nice Male Lead', 'Corruption', 'Zombies', 'Strong Female Lead']",2019-01-25,Netflix,51 min.,18+ Restricted (violence & profanity),8.8,26000,"49,781","['Joo Ji Hoon', 'Ryu Seung Ryong', 'Bae Doo Na', 'Kim Sung Gyu', 'Kim Chan Yi', 'Kim  Sang Ho']",Kim Eun Hee ,Kim Sung Hoon 
https://mydramalist.com/19262-weightlifting-fairy-kim-bok-joo,28,Weightlifting Fairy Kim Bok Joo,South Korea,"Bok Joo is a weightlifter who is pursuing her dream of winning the gold medal but she then finds romance for the first time in her life. While she is a woman who trains with heavy steel weights, she is also very feminine when it comes to relationships. Focusing solely on weightlifting would jeopardize her relationship but leaving her weightlifting career for love would keep her from attaining her dreams. Can she",16,"['Comedy', 'Romance', 'Youth', 'Sports']","['Dream', 'Friends to Lovers', 'Weightlifting', 'Strong Female Lead', 'Bantering Relationship', 'Male Chases Female First', 'Tomboy', 'Swimming', 'Sismance', 'Family']",2016-11-16,MBC,60 min.,15+ - Teens 15 or older,8.8,77778,"139,702","['Lee Sung Kyung', 'Nam Joo Hyuk', 'Lee Jae Yoon', 'Kyung Soo Jin', 'Cho Hye Jung', 'Lee Joo Young']","Yang Hee Seung,  Kim Soo Jin ","Oh Hyun Jong,  Nam Sung Woo "
https://mydramalist.com/683929-mr-hong,29,Hometown Cha-Cha-Cha,South Korea,"Hometown Cha-Cha-Cha is a love story set in the seaside village of Gongjin.
 
Yoon Hye Jin, a dentist, is a woman who has beauty and brains. She has a seemingly perfect life but finds her life plan plummeting due to a tiny bit of righteousness in her heart. After various impediments, she moves to the seashore town Gongjin and encounters Hong Doo Shik. She becomes interested in him. Hong Doo Shik is",16,"['Comedy', 'Romance', 'Life', 'Drama']","['Rural Village', 'Kind-hearted Male Lead', 'Nice Male Lead', 'Nice Female Lead', 'Cheerful Male Lead', 'Hardworking Male Lead', 'Hardworking Female Lead', 'Bickering Couple', 'jack of all trades', 'Rural Life']",2021-08-28,Netflix,1 hr. 20 min.,15+ - Teens 15 or older,8.8,33591,"58,981","['Shin Min Ah', 'Kim Seon Ho', 'Lee Sang Yi', 'In Gyo Jin', 'Lee Bong Ryun', 'Jo Han Chul']",Shin Ha Eun ,Yoo Je Won 
https://mydramalist.com/694231-us-that-year,30,Our Beloved Summer,South Korea,"Years after filming a viral documentary in high school, two bickering ex-lovers get pulled back in front of the camera — and into each other's lives.

Choi Woong seems naive and a free-spirited man, but he wants to have something for the first time in his life. For that, he shows what he holds in his mind.

Kook Yeon Soo aimed to become the top student at her school, but she is",16,"['Romance', 'Youth', 'Drama']","['Lovers Reunited', 'high school sweethearts', 'Healing', 'First Love', 'Flashback To Past', 'Interview', 'Love/Hate Relationship', 'Slice of Life', 'Coming of age', 'Bickering Couple']",2021-12-06,Netflix,60 min.,15+ - Teens 15 or older,8.8,22372,"44,028","['Choi  Woo Shik', 'Kim Da Mi', 'Kim Sung Cheol', 'Roh Jeong Eui', 'Ahn Dong Goo', 'Park Jin Joo']",Lee Na Eun ,Kim Yoon Jin 
https://mydramalist.com/53535-penthouse,31,The Penthouse: War in Life,South Korea,"The residents of Hera Palace, a luxury penthouse apartment with 100 floors, have many secrets and hidden ambitions. Sim Su Ryeon, who was born into wealth, is the queen of the penthouse apartment. Cheon Seo Jin, the prima donna of the residence, does all she can to give everything to her daughter. Oh Yoon Hee comes from a poor family background, but she strives to enter high society by becoming the queen",21,"['Thriller', 'Mystery', 'Drama', 'Family']","['Betrayal', 'Revenge', 'Greed', 'Jealousy', 'Female Centered Plot', 'Married Couple', 'Opera Singer', 'Motherhood', 'Twins', 'School Bullying']",2020-10-26,SBS,1 hr. 25 min.,15+ - Teens 15 or older,8.8,17365,"37,069","['Lee Ji Ah', 'Kim So Yeon', 'Eugene', 'Uhm Ki Joon', 'Bong Tae Kyu', 'Shin Eun Kyung']",Kim Soon Ok ,Joo Dong Min 
https://mydramalist.com/75433-rocket-boy-squad,32,Racket Boys,South Korea,"A story of a boys' badminton team at a middle school in Haenam as they grow, both as people and as players.

Yoon Hyun Jong was once a very good badminton player, but now he struggles to make ends meet for his family. Therefore, he jumps at a chance to coach a middle school team, only to find a team on the verge of disbandment with only three players: Bang Yoon Dam,",16,"['Comedy', 'Life', 'Drama', 'Sports']","['Athlete', 'Badminton', 'Boarding House', 'Charismatic Female Lead', 'Rural Life', 'Working Mom', 'Tough Female Lead', 'Tough Male Lead', 'Slight Romance', 'Team Mates']",2021-05-31,Netflix,1 hr. 15 min.,15+ - Teens 15 or older,8.8,7634,"17,622","['Kim Sang Kyung', 'Oh Na Ra', 'Tang Jun Sang', 'Son Sang Yeon', 'Choi Hyun Wook', 'Kim Kang Hoon']",Jung Bo Hoon ,Jo Young Kwang 
